,name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,worst_grade,mean_grade,count_grade_0,count_grade_1,count_grade_2,count_grade_3,has_summary,weighted_score,priority
946,Sugar & Spice,922717672,Bøkkerveien 6,0579,OSLO,4.8,2.0,17.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,0,1.0,0
947,Sumo Bjørvika,924687576,Operagata73c,0194,OSLO,3.8,2.0,293.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
948,Sumo Solli Plass AS,983547389,HENRIK IBSENS GATE 90,0255,OSLO,4.0,2.0,514.0,7,0.375,8,1,1,1,2,0.875,4,1,3,0,0,3.25,2
949,Sumo Storo AS,920425429,Vitaminveien 31,0485,OSLO,4.0,2.0,372.0,4,0.5,4,1,1,1,2,1.0,2,0,2,0,0,4.0,2
950,Sun Sushi,927436760,Sørkedalsveien 3 A,0369,OSLO,4.8,2.0,21.0,4,0.6666666666666666,3,1,1,1,2,1.3333333333333333,1,0,2,0,0,4.0,2
951,Sunt & Godt Økologisk cafe,914938309,Thorvald meyers gate 18,0555,OSLO,4.7,2.0,82.0,8,0.75,4,1,0,1,3,2.0,1,0,1,2,0,7.333333333333333,2
952,Sunt & Nam AS,999028438,Tordenskiolds gate 6,0160,OSLO,4.7,2.0,82.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
953,Sushi & Asian Tveita AS,918389369,TVETENVEIEN 150,0671,OSLO,4.2,2.0,112.0,9,0.3333333333333333,9,1,1,1,2,1.0,3,3,3,0,0,2.5,1
954,Sushi & Dinner Mandi Tran,987822457,Hegdehaugsveien 1,0352,OSLO,4.2,2.0,112.0,6,0.3333333333333333,6,1,1,1,2,1.0,2,2,2,0,0,2.5,1
955,Sushi & Thai,911905701,LANGBØLGEN 11,1150,OSLO,4.2,2.0,112.0,9,0.6666666666666666,6,1,1,1,3,1.5,2,0,3,1,0,5.25,2
956,Sushi & Thai Oppsal AS,820850742,Vetlandsveien 111,0685,OSLO,4.2,2.0,112.0,2,0.0,3,1,1,1,1,0.6666666666666666,1,2,0,0,0,1.0,0
957,Sushi Adamstuen,924009519,Ullevålsveien 95A,0359,OSLO,4.1,2.0,152.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
958,Sushi Asia AS,992426632,FR. NANSENS PLASS 9,0160,OSLO,4.4,2.0,205.0,14,0.4166666666666667,12,1,0,1,3,1.1666666666666667,5,1,5,1,0,4.285714285714286,2
959,Sushi Bowl,912472124,Tollbugata 17,0152,OSLO,4.4,1.0,475.0,4,0.1428571428571428,7,1,1,1,2,0.5714285714285714,4,2,1,0,0,2.0,1
960,Sushi City & Wok,916240465,Skippergata 32 ,0154,OSLO,4.2,2.0,830.0,13,0.5,12,1,1,1,2,1.0833333333333333,5,1,6,0,0,3.5714285714285716,2
961,Sushi Mio,927541068,Holmlia Senter vei 10,1255,OSLO,2.8,2.0,16.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
962,Sushi Wok Ekspressen,917190119,Trondheimsveien 162 A,0570,OSLO,4.4,1.0,91.0,6,0.5,4,1,1,0,3,1.5,1,1,1,1,0,4.666666666666667,2
963,Sushibar+Wine Posthallen,923430253,Prinsensgate 8,0152,OSLO,4.5,2.0,136.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
964,Sushibar+Wine Valkyrie,825544852,Bogstadveien 58,0366,OSLO,4.4,2.0,95.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
965,Sushihuset Røa,918647961,Vækerøveien 199,0751,OSLO,3.7,2.0,103.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
966,Sverres Cafe Yeh Chun You,972773492,CARL BERNERS PLASS 2,0568,OSLO,4.5,1.0,40.0,12,0.5555555555555556,9,0,1,1,3,1.3333333333333333,3,1,4,1,0,4.333333333333333,2
967,Svingen Kolonial,925317160,Ekebergveien 37,0196,OSLO,4.9,2.0,47.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
968,Svingen på Sletta,919769815,Ekebergveien 44,0196,OSLO,4.7,2.0,19.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
969,Sweet Dekor AS,923607595,Kongens gate 10,0153,OSLO,5.0,2.0,1.0,2,0.5,2,1,0,0,2,1.0,1,0,1,0,0,4.0,2
970,Syriano Restaurant AS,922998728,Trondheimsveien 12,0560,OSLO,4.1,2.0,39.0,4,0.3333333333333333,3,0,1,1,3,1.3333333333333333,1,1,0,1,0,5.0,2
971,Sørkedalen Landhandel ,989725009,Sørkedalsveien 1014,0758,OSLO,4.6,2.0,249.0,3,0.25,4,1,0,0,2,0.75,2,1,1,0,0,2.5,1
972,Søylehuset Cafe,974166089,EKEBERGVEIEN 103,1178,OSLO,3.6,2.0,132.0,5,0.1666666666666666,6,1,0,1,2,0.8333333333333334,2,3,1,0,0,1.75,1
973,SüdØst Asian Crossover,997551923,TRONDHEIMSVEIEN 5,0560,OSLO,4.2,3.0,2014.0,5,0.1428571428571428,7,1,1,1,2,0.7142857142857143,3,3,1,0,1,1.75,1
974,TGI Fridays Aker Brygge avd 3515,887882932,STRANDEN 39 AKER BRYGGE,0250,OSLO,3.7,2.0,2607.0,5,0.125,8,1,1,1,2,0.625,4,3,1,0,1,1.75,1
975,TGI Fridays City avd 3518,996794350,BISKOP GUNNERUS GATE 3,0155,OSLO,3.5,2.0,2025.0,10,0.4166666666666667,12,1,1,1,2,0.8333333333333334,7,0,5,0,1,4.0,2
976,TUNCO,920766277,Torggata 16,0181,OSLO,4.5,2.0,27.0,2,0.0,2,1,0,1,1,1.0,0,2,0,0,0,1.0,0
977,Tacos Al Pastor,916736754,Torggata 16,0181,OSLO,4.1,2.0,124.0,4,0.3333333333333333,3,1,0,1,3,1.3333333333333333,1,1,0,1,0,5.0,2
978,Takashi AS,927326280,Lille Stranden 4,0252,OSLO,4.5,2.0,129.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
979,Tandoori Curry Corner,825994432,Grønland 22,0188,OSLO,4.1,2.0,200.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
980,Tandoori Hut AS,926640976,Maridalsveien 154A,0461,OSLO,4.3,2.0,256.0,8,0.75,4,1,1,1,3,2.0,1,0,1,2,0,7.333333333333333,2
981,Taquitos,916736754,Dronning Eufemias gate 14,0191,OSLO,3.6,2.0,5.0,0,0.0,1,0,0,1,0,0.0,1,0,0,0,0,0.0,0
982,Tasty Thai,898796302,THERESESGATE 51E,0354,OSLO,4.3,1.0,380.0,8,0.3333333333333333,9,1,1,1,3,0.8888888888888888,5,1,2,1,1,4.5,2
983,Tatakii Asian,915937144,Middelthuns gate 25,0368,OSLO,4.3,3.0,698.0,15,0.4545454545454545,11,1,1,1,3,1.3636363636363635,3,2,5,1,0,3.875,2
984,Taverna Klimataria ,919559403,Parkveien 13 ,0350,OSLO,4.3,2.0,452.0,8,0.5,6,1,1,1,3,1.3333333333333333,2,1,2,1,0,4.5,2
985,Tavernan,913412699,YOUNGSTORGET 1,0181,OSLO,4.2,2.0,840.0,5,0.125,8,1,1,1,2,0.625,4,3,1,0,0,1.75,1
986,Taza Taza,882666352,Jernbanetorget 6,0154,OSLO,3.7,2.0,140.0,9,0.3333333333333333,9,1,0,1,2,1.0,3,3,3,0,0,2.5,1
987,TeaOlogy,923350004,Dronningens gate 15,0152,OSLO,4.5,2.0,322.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,1,4.0,2
988,Teddys Softbar,871780072,BRUGATA 3A,0186,OSLO,4.3,2.0,433.0,8,0.25,8,1,0,1,2,1.0,2,4,2,0,0,2.0,1
989,Tehran spiseri (Kafi drift AS),926365789,Selma Ellefsens Vei 2,0581,OSLO,3.4,2.0,23.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
990,Tekno Kafe AS Teknisk Museum,984384939,KJELSÅSVEIEN 143,0491,OSLO,3.4,2.0,100.0,10,0.5,10,1,0,1,2,1.0,5,0,5,0,0,4.0,2
991,Telegrafen Restaurant Bestorp,925149977,Kongens gate 21,0153,OSLO,4.5,2.0,20.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
992,Terrassen Kafe Og Restaurant,979520999,Stovner Senter 3,0985,OSLO,3.8,2.0,69.0,14,0.5454545454545454,11,1,0,1,3,1.2727272727272727,5,0,4,2,0,5.666666666666667,2
993,Territoriet,999103588,MARKVEIEN 58,0550,OSLO,4.6,3.0,393.0,6,0.25,8,1,1,1,2,0.75,4,2,2,0,0,2.5,1
994,Thai Orkid Cafe,892561222,Calmeyers gate 11,0183,OSLO,4.2,1.0,604.0,6,0.2857142857142857,7,1,1,1,2,0.8571428571428571,3,2,2,0,0,2.5,1
995,The Break,917544824,Bygdøy alle 63c,0265,OSLO,4.8,2.0,48.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
996,The Cupcake and Pie co,922672830,Vulkan 5,0178,OSLO,4.2,2.0,106.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
997,The Dubliner,973044044,Rådhusgata 28,0151,OSLO,4.3,2.0,2623.0,3,0.0,5,1,1,1,1,0.6,2,3,0,0,1,1.0,0
998,The Fragnance of the Heart Coffee Club ,985897409,FRIDTJOF NANSENS PLASS 2,0160,OSLO,4.5,2.0,366.0,17,0.5384615384615384,13,1,0,1,3,1.3076923076923077,5,1,5,2,0,4.875,2
999,The Golden Chimp ,918643222,Heimdalsgata 37,0578,OSLO,4.4,3.0,356.0,3,0.2,5,1,1,1,2,0.6,3,1,1,0,0,2.5,1
1000,The Golden Chimp VIA,827357472,Ruseløkkveien 26,0251,OSLO,4.0,2.0,4.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
1001,The Greasy House,920625436,Arendalsgata 14,0463,OSLO,3.8,2.0,215.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
1002,The Indus,827533262,Kirkeveien 57,0368,OSLO,4.2,2.0,436.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
1003,The Room kaffebar,913207297,Karl Johansgate 39,0162,OSLO,4.0,2.0,52.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
1004,The Salmon AS,921338872,Strandpromenaden 11,0252,OSLO,4.7,2.0,709.0,1,0.0,3,1,1,1,1,0.3333333333333333,2,1,0,0,0,1.0,0
1005,The Scotsman,874997242,KARL JOHANS GATE 17,0159,OSLO,4.0,2.0,4307.0,8,0.25,8,1,1,1,2,1.0,2,4,2,0,1,2.0,1
1006,The Shamrock Pub ,918585389,SCHLEPPEGRELLS GATE 32,0556,OSLO,3.7,2.0,393.0,8,0.5714285714285714,7,1,1,1,2,1.1428571428571428,3,0,4,0,0,4.0,2
1007,The Thief Hotel AS,995778386,Landgangen 1,0252,OSLO,4.4,2.0,1392.0,8,0.3,10,1,0,0,2,0.8,5,2,3,0,1,2.8,1
1008,The Vandelay,995781220,Operagata 30,0194,OSLO,3.6,3.0,334.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,1,1.0,0
1009,Theatercaféen,988415251,STORTINGSGATA 24-26,0161,OSLO,4.3,3.0,787.0,4,0.0,6,1,1,1,1,0.6666666666666666,2,4,0,0,1,1.0,0
1010,Theka,921521294,Olaf Ryes plass 10,0552,OSLO,4.0,2.0,307.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
1011,Thon Hotel Slottsparken,975049884,Wergelandsveien 5,0167,OSLO,4.2,2.0,899.0,5,0.0,6,1,0,0,1,0.8333333333333334,1,5,0,0,1,1.0,0
1012,Thon Hotel Storo,919445076,Vitaminveien 11,0485,OSLO,4.6,2.0,729.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,1,2.5,1
1013,Thon Hotel Vika Atrium ,974284227,MUNKEDAMSSVEIEN 45,0250,OSLO,4.2,2.0,766.0,9,0.3333333333333333,9,1,0,0,2,1.0,3,3,3,0,1,2.5,1
1014,Thon hotel Linne,974118432,STATSRÅD MATHIESENS VEI 12,0598,OSLO,4.0,2.0,1156.0,4,0.1666666666666666,6,1,0,0,2,0.6666666666666666,3,2,1,0,1,2.0,1
1015,Tiffany`s,921649673,Bentsebrugata 31D,0469,OSLO,4.5,2.0,244.0,2,0.3333333333333333,3,1,1,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
1016,Tijuana,923845224,Thorvald Meyers gate 61,0552,OSLO,3.9,2.0,1393.0,5,0.6666666666666666,3,1,1,1,3,1.6666666666666667,1,0,1,1,1,6.5,2
1017,Tims Burger,928863735,Veitvetveien 8,0596,OSLO,5.0,2.0,7.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
1018,Tjuvholmen Sjømagasin Hovedkjøkken,993563374,Tjuvholmen allé 14,0252,OSLO,4.3,4.0,552.0,6,0.25,8,1,1,1,2,0.75,4,2,2,0,1,2.5,1
1019,Tolvte,926699237,Edvard Munchs Plass 1,0194,OSLO,3.3,2.0,39.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
1020,Torshov Parken Bistro,989777327,Torshovgata 33,0476,OSLO,3.9,2.0,208.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
1021,Trafalgar sportsbar,991354549,Keysers Gate 1 ,0165,OSLO,4.2,2.0,179.0,14,0.5,10,1,1,1,3,1.4,3,2,3,2,0,4.571428571428571,2
1022,Trekanten Oslo AS,926161482,Pilestredet 24,0165,OSLO,4.5,2.0,10.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
1023,Tri Ky AS,923184430,Vulkan 2,0182,OSLO,4.6,2.0,149.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
1024,Trollvannsstua Marka,971783958,TROLLVANNSVEIEN 3,0490,OSLO,4.5,2.0,359.0,3,0.0,5,1,0,1,1,0.6,2,3,0,0,0,1.0,0
1025,Troys Grünerløkka,924846291,Helgesens gate 16A,0553,OSLO,4.1,2.0,160.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
1026,Troys Majorstuen AS,919552964,Hegdehaugsveien 36,0352,OSLO,4.4,2.0,501.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,0,2.5,1
1027,Tryvannstua Marka,971784563,Tryvannsveien 64,0791,OSLO,4.4,2.0,373.0,3,0.2,5,1,0,1,2,0.6,3,1,1,0,0,2.5,1
1028,Tuk Tuk Thai Restaurant,819790922,Møllergata 8,0179,OSLO,4.2,1.0,781.0,1,0.0,4,1,1,1,1,0.25,3,1,0,0,0,1.0,0
1029,Tullins Cafe Xenon Bar & Spiseri,980945073,Tullins gate 2,0166,OSLO,4.3,1.0,782.0,14,0.5,12,1,1,1,3,1.1666666666666667,5,1,5,1,0,4.285714285714286,2
1030,Tunco ,915034381,Bjerregaards gate 2A,0172,OSLO,4.6,1.0,556.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
1031,Tunco Frogner,920763316,Dronning Eufemias gate 14,0191,OSLO,3.3,2.0,7.0,3,0.25,4,1,1,1,2,0.75,2,1,1,0,0,2.5,1
1032,Tyren Bistro AS,822960162,Vogts gate 60A,0477,OSLO,4.0,2.0,131.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
1033,Tåsen Cafebar & Pizza,995663899,KAJ MUNKS VEI 41,0876,OSLO,4.1,2.0,399.0,14,0.5454545454545454,11,1,0,1,3,1.2727272727272727,4,1,5,1,0,4.285714285714286,2
1034,Tøyen Startup Village,917381364,Hagegata 22,0653,OSLO,4.5,2.0,85.0,7,0.5,6,1,0,1,3,1.1666666666666667,3,0,2,1,0,5.666666666666667,2
1035,Uchi,920195253,Grensen 20,0180,OSLO,4.5,2.0,247.0,4,0.5,4,1,1,1,2,1.0,2,0,2,0,0,4.0,2
1036,Uhørt,913356268,C/O ZAB AS TORGGATA 11,0181,OSLO,3.9,2.0,584.0,12,0.5,12,1,1,1,2,1.0,6,0,6,0,0,4.0,2
1037,Umami Sushi,818582412,Langgata 2,0566,OSLO,4.3,1.0,121.0,5,0.3333333333333333,6,1,1,0,3,0.8333333333333334,4,0,1,1,0,6.5,2
1038,Underground Golf Club,888170332,INDUSTRIGATA 36,0357,OSLO,4.6,2.0,211.0,5,0.1666666666666666,6,1,0,0,2,0.8333333333333334,2,3,1,0,0,1.75,1
1039,United Bakeries - Åpent Bakeri,991181423,Karl Johans gate 39,0162,OSLO,4.2,2.0,527.0,4,0.0,7,1,0,1,1,0.5714285714285714,3,4,0,0,0,1.0,0
1040,Upper Crust,984255845,JOHANNE DYBWADS PLASS 1,0161,OSLO,3.3,2.0,12.0,6,0.25,8,1,0,1,2,0.75,4,2,2,0,0,2.5,1
1042,V Solli Bar og Spiseri,974087987,Parkveien 68,0254,OSLO,3.9,2.0,1497.0,8,0.375,8,1,0,0,2,1.0,3,2,3,0,1,2.8,1
1043,VIN Bjørvika,918838791,Operagata 11,0194,OSLO,4.7,2.0,218.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
1044,VULKANI SUSHI/LE,920699553,Dælenenggata 23,0567,OSLO,4.3,2.0,100.0,3,0.3333333333333333,3,1,0,1,2,1.0,1,1,1,0,0,2.5,1
1045,Vaaghals,913601548,DRONNING EUFEMIAS GT.8,0191,OSLO,4.5,2.0,831.0,4,0.0,6,1,1,1,1,0.6666666666666666,2,4,0,0,0,1.0,0
1046,Valentes AS,922325537,Rusløkkveien 3,0251,OSLO,4.3,2.0,163.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
1047,Vaterland Bar og Scene,918768602,Brugata 9,1086,OSLO,4.5,2.0,531.0,4,0.2,5,1,1,1,2,0.8,2,2,1,0,0,2.0,1
1048,Vega Snackbar,921129076,Hausmanns gate 28,0182,OSLO,3.7,2.0,14.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
1049,Veitvet Sportbar & Pizza AS,995243199,VEITVETVEIEN 8,0596,OSLO,4.2,2.0,101.0,30,0.7058823529411765,17,0,1,1,3,1.7647058823529411,5,0,6,6,0,6.5,2
1050,Venti Venti,923885757,Tjuvholmen Alle' 6,0252,OSLO,4.5,2.0,99.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
1051,Verdensbakeriet AS,925872407,Storgata 47,0182,OSLO,4.9,2.0,54.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
1052,Verona Pizza og kebab,998775779,BRUGATA 10,0186,OSLO,3.8,1.0,196.0,19,0.5294117647058824,17,1,0,1,3,1.1176470588235294,8,0,8,1,0,4.555555555555555,2
1053,Vespa og Humla,913964845,KØBENHAVNGATA 2,0553,OSLO,4.1,2.0,379.0,14,0.5384615384615384,13,1,0,1,2,1.0769230769230769,6,0,7,0,0,4.0,2
1054,Vesper Gastropub,911716917,DRONNING EUFEMIAS GATE 32,0191,OSLO,4.3,2.0,365.0,5,0.3333333333333333,6,1,1,1,2,0.8333333333333334,3,1,2,0,0,3.0,1
1055,Vesuvio Cafe AS,913684036,Bjerregaardsgate 29 B,0172,OSLO,4.7,2.0,379.0,5,0.1428571428571428,7,1,1,1,2,0.7142857142857143,3,3,1,0,0,1.75,1
1056,Via Italia AS,998242606,Maridalsveien 17A,0178,OSLO,3.6,2.0,38.0,2,0.0,4,1,0,0,1,0.5,2,2,0,0,0,1.0,0
1057,Villa Heftye,922049602,Munkedamsveien 62A,0270,OSLO,4.3,2.0,43.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
1058,Villa Paradiso Frogner,913404912,SOMMERROGATA 17,0255,OSLO,4.1,2.0,1190.0,8,0.3333333333333333,9,1,1,1,2,0.8888888888888888,4,2,3,0,0,2.8,1
1059,Villa Paradiso Majorstuen,919569131,Jacob Aalls gate 28,0364,OSLO,4.2,2.0,719.0,1,0.0,3,1,1,1,1,0.3333333333333333,2,1,0,0,0,1.0,0
1060,Villa Paradiso Munch Brygge,923486275,Operagata 1,0194,OSLO,3.9,2.0,349.0,2,0.3333333333333333,3,1,1,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
1061,Villa Paradiso Tivoli,923486038,Ivan Bjørndals gate 25,0472,OSLO,4.0,2.0,242.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
1062,Villa paradiso Park Partners,985749639,OLAV RYES PLASS 8,0552,OSLO,4.3,2.0,2290.0,9,0.3333333333333333,9,1,1,1,2,1.0,3,3,3,0,1,2.5,1
1063,Village Tandoori,913453182,Bygdøy alle' 65,0265,OSLO,4.6,2.0,496.0,4,0.1666666666666666,6,1,1,1,2,0.6666666666666666,3,2,1,0,0,2.0,1
1064,Vinderen Sushi & Asian Dining,920874924,Slemdalsveien 63,0373,OSLO,4.5,2.0,53.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
1065,Vineria Ventidue,818557302,Gimleveien  22,0266,OSLO,4.0,2.0,397.0,8,0.4285714285714285,7,1,1,1,3,1.1428571428571428,3,1,2,1,0,4.5,2
1066,Vino Al Vino,923532293,Holbergs plass 4,0166,OSLO,4.3,2.0,97.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
1067,Vinoteket,921833601,Henrik Ibsens gate 60a,0255,OSLO,4.5,2.0,160.0,2,0.0,3,1,1,1,1,0.6666666666666666,1,2,0,0,0,1.0,0
1068,Vintage Kitchen AS,918827064,Lakkegata 55,0187,OSLO,4.5,3.0,182.0,2,0.0,4,1,1,1,1,0.5,2,2,0,0,0,1.0,0
1069,Vinterhaven/Biblioteksbaren,973093673,KRISTIAN IV'S GATE 7,0164,OSLO,4.5,2.0,167.0,3,0.0,6,1,1,1,1,0.5,3,3,0,0,0,1.0,0
1070,Viva la Pasta AS,923486054,Torggata 16 ,0181,OSLO,4.2,2.0,42.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
1071,Voksenåsen Hotell ,871790272,Ullveien 04,0791,OSLO,4.2,2.0,305.0,2,0.0,6,1,0,0,1,0.3333333333333333,4,2,0,0,1,1.0,0
1072,Vulkanfisk AS - Restaurant,998842875,Vulkan 5,0178,OSLO,4.5,2.0,522.0,8,0.25,8,1,1,0,2,1.0,2,4,2,0,0,2.0,1
1073,Vélochef Clubhouse,925840246,Hausmanns gate 8A,0182,OSLO,5.0,2.0,36.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
1074,W. B. Samson - Tveita,975005682,TVETENVEIEN 150,0671,OSLO,3.7,2.0,100.0,9,0.3,10,1,0,1,2,0.9,4,3,3,0,0,2.5,1
1075,W. B. Samson AS - Linderud,975042049,ERICH MOGENSØNS VEI 38,0594,OSLO,3.6,2.0,39.0,5,0.1666666666666666,6,1,0,1,2,0.8333333333333334,2,3,1,0,0,1.75,1
1076,W.B. Samson AS,996814130,CECILIE THORENSENS VEI 17,1153,OSLO,3.6,2.0,91.0,6,0.25,8,1,0,1,2,0.75,4,2,2,0,0,2.5,1
1077,W.B. Samson AS Hasle,922830487,Bøkkerveien 4,0579,OSLO,4.4,2.0,117.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
1078,W.B. Samson Sæter,917650411,Sæter Torg,1163,OSLO,4.2,2.0,310.0,2,0.3333333333333333,3,1,0,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
1079,WAY DOWN SOUTH ,915951872,Østre Elvebakke 7,0182,OSLO,4.5,2.0,1861.0,3,0.25,4,1,1,1,2,0.75,2,1,1,0,1,2.5,1
1080,Wallmans Salonger,982020654,MØLLEPARKEN 6,0459,OSLO,4.5,2.0,1121.0,3,0.1666666666666666,6,1,1,0,2,0.5,4,1,1,0,1,2.5,1
1081,Wasabi Sushi ,922962472,Hagegata 22,0653,OSLO,4.0,2.0,275.0,4,0.5,4,1,0,1,2,1.0,2,0,2,0,0,4.0,2
1082,Whatsoup As,912423026,Nedre Slottsgate 8,0157,OSLO,3.6,2.0,50.0,4,0.0,6,1,0,1,1,0.6666666666666666,2,4,0,0,0,1.0,0
1083,Williamsburg,925614181,Karl Johans gate 35,0162,OSLO,3.9,2.0,249.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
1084,Wings & Things,925041815,Torggata 16B,0181,OSLO,4.4,2.0,7.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
1085,Winther Aker Brygge ,922951322,Grundingen 3,0250,OSLO,4.1,2.0,209.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
1086,Wraps & Coffee,922122075,Ulvenveien 82,0581,OSLO,4.8,2.0,50.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
1087,Wu Sushi & Asian kitchen Bislett,997495381,Thereses gate 30 D,0168,OSLO,4.4,2.0,85.0,4,0.5,4,1,1,1,2,1.0,2,0,2,0,0,4.0,2
1088,Wunderburger,915381251,TORGGATA 35,0182,OSLO,4.0,2.0,566.0,17,0.4615384615384615,13,1,0,1,3,1.3076923076923077,4,3,4,2,0,4.111111111111111,2
1089,Xeast,915916589,Nydalsveien 33,0484,OSLO,4.1,2.0,445.0,6,0.3333333333333333,6,1,1,1,2,1.0,2,2,2,0,0,2.5,1
1090,Xef,996496562,Bryggegangen 8,0252,OSLO,4.8,2.0,75.0,6,0.3333333333333333,6,1,1,1,2,1.0,2,2,2,0,0,2.5,1
1091,Xin Chao Restaurant,926697609,Møllergata 42,0179,OSLO,4.7,2.0,210.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,1,2.5,1
1092,YaYa's Vika,985374791,MUNKEDAMSVEIEN 53B,0250,OSLO,4.0,2.0,480.0,6,0.125,8,1,1,1,2,0.75,3,4,1,0,1,1.6,1
1093,Yamazaki sushi og wok as,921681887,Pilestredet 51 B,0350,OSLO,4.2,2.0,47.0,3,0.3333333333333333,3,0,0,1,2,1.0,1,1,1,0,0,2.5,1
1094,Yo! Sushi,991464964,JERNBANETORGET 1,0154,OSLO,3.4,2.0,258.0,11,0.4,10,1,1,1,2,1.1,3,3,4,0,1,2.7142857142857144,1
1096,Yume Asian Fusion,822243592, Briskebyveien 70,0259,OSLO,4.5,2.0,20.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
1097,Yummy House,971940883,Sørkedalsveien 5,0369,OSLO,4.6,2.0,249.0,8,0.3333333333333333,9,1,1,1,2,0.8888888888888888,4,2,3,0,0,2.8,1
1098,Zarat Hustra,994914375,Thorvald Meyersgate 80,0550,OSLO,4.4,2.0,122.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
1099,Zitona restaurant ,982474256,CALMEYERS GATE 8,0183,OSLO,4.1,2.0,235.0,7,0.25,8,1,0,1,2,0.875,3,3,2,0,0,2.2,1
1100,shadys gruppen AS,925967637,torggata 16,0181,OSLO,4.6,2.0,78.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
1101,Åpent Bakeri BarCode,920212441,Dronning Eufemias gate 16,0191,OSLO,4.4,2.0,352.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
1102,Åpent Bakeri Frydenlund,911726556,Frydenlundgata 2,0169,OSLO,4.5,2.0,148.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
